tweet,Content
Bhai URL white Sheep.hai unko.sahi tarbiyat deni padegi..nahi to.kaala safed dono sheep Non Halal tareeke me URL pad jayenge...baako aap samjhdhar ho..,NOT
Really feeling bad for her. Our court would give him bail saying minority rights are sarvopari.,NOT
"Do Hindu culprits get bail ?

Or are Hindus incapable of committing crimes ?

Or should Hindus never be accountable for crimes ?",HOF
"Sarat Chandra Chattopadhyay long ago gave an excellent speech Named 'The present Hindu-Muslim problem' , He focused on almost all what we had faced then &amp; are facing Now. This real intellectual person warned us but as usual we ignored every good suggestion.URL",NOT
"Hindus won’t change, Muslims never relent.",HOF
Two learnings - 1. Scrap all Gun culture 2. Never ever trust a M. They know no love. All they care is what is written and what they have come to the earth for. All they know is how to spread their roots and create disharmony. It’s not a Hindu M thing. It’s any religion vs M.,HOF
"Well said Surya. It’s the truth. Hindus should learn focus, purpose, dedication and a whole lot of other things from them. They have asli jazbaa",HOF
Mnoreligion gangof bullies... mozombies,HOF
Mera wala abdul alag hai??,NOT
She was not even associated with him. He used to like her after the Vidaai she was shot,NOT
 is this wrong.??,NOT
Pant by name pants by nature. When God was distrusting brain cells you must have missed that appointment. Are you really an idiot or just pretending to be one?I never condemn or justify any loss of loss yet you want to justify you Hindu nationalists.,NOT
"Maulana says Saudi crown prince might be a Jew because he's allowing liquor and cinema in KSA, repeats threat of Ram Mandir demolition

URL",NOT
"If any Muslim wants to live a good, forward and happy life then they should do exactly opposite of what this Maulana says.",NOT
Similarly all Hindus must follow the opposite of what Dharm Sansad Monks say..,HOF
Main to kehta hu mohd ki baat mat mano... ??,HOF
Around really cornered this so called maulana on the question of what does jannat has in store for females as males have 72 hours. She asked him about the attraction for females in jannat for which he had no answer. Well done arzoo USER,HOF
For this Maulana jannat is right here in Pakistan. He comes across so many hoors in his daily sermons. He will be starved when he goes up (or down maybe),HOF
"Ek muslim.. bake Hindu Taliban...

Ek Admi pe kitne log zor laga rahe hai....
Sab ko mard banne ka muaka mil Gaya URL",HOF
Kaagaj dhoooond ke rakhna. Pata chala aisi hi tumhe bhi peet ke bhagaya jaa raha.,NOT
????? ???? ?? ??? ?? ????? ??? ?? ?? ????? ??????? ????? ? ??? ????? ??? ???? ?? ?????? ???? ?? ???? ?????? ?? ???? ??? ??,HOF
Abe chutya jake ex muslim channel YouTube per search kar tumhare islam ke lavde lagare log,HOF
"I am offended that you are sharing RSS-sponsored media.
Such things are normally done by Hindutva Islamophobists.",HOF
"#Islamophobia is the fastest growing religion.

2019 : Analysing Quran verses is Islamophobia

2020 : Criticizing Delhi rioters is Islamophobia

2021 : Opposing Taliban is Islamophobia

2022 : Not abusing Hinduism daily is Islamophobia",HOF
The One and only is smiling upon you. He “likes” you wokeism. Good omen. Aameen. URL,HOF
*your wokeism,HOF
"Pakistanis announce bounty of Rs 5 million for beheading BJP’s Nupur Sharma, Alt News co-founder Zubair had dog-whistled online mob of Islamists URL",HOF
No arrests yet?  So this guy is working for TLP / Pak agencies ? What the hell is this? Shocking,NOT
"Let BJP come to power in centre with majority, uske baad sab theek kar denge Modi ji ??",NOT
Itne paise h porkis ke paas ???,NOT
"Before it is too late,we should have our own Indian SM platforms.Because unity of M from rest of world may prove very dangerous to future India.",HOF
"For collecting Rs 5 crores ,Pakistani has to borrow Rs 13 crores Pakistani rupees at 8% interest.Imagine,how many Pakistani girl have been hypothecated to Chinese.",HOF
"Firstly, its quite funny that a bounty has to be given 2 stand up for the religion. That itself says a lot. Second, how will pakistanis pay for this. Is there a secret tranche they have with IMF for religious requirement as well. Because they currently cant afford even daal roti.",NOT
"Firstly, its quite funny that a bounty has to be given 2 stand up for the religion. That itself says a lot. Second, how will pakistanis pay for this. Is there a secret tranche they have with IMF for religious requirement as well. Because they currently cant afford even daal roti.",HOF
"
Need more proof to arrest Md Zubair of Alt News?",NOT
Excellent.,HOF
"5 ?????? ?? ? ??? ??? ?? ?? ????? ????? ???? ???, ??? ?? ?? ???? ?? ???? ?? ??? ???? ?? ??????? 
? ???? ??????? ???? ?? ????????? ????? ??",HOF
"Zoobair apna kaam thik kr rha h! 
Galti hamari hai, jo hmne isko itna bada bnne dia. Iski Gaanv pe 2 joote maaro, iski aukat pata chl jaegi isko!",HOF
Ye photo dalna tha URL,NOT
"Bhooke nrahenge, magar paisa jihpe hi  lagaayenge",NOT
"Per Pak ne in paisa ke liye bh€€kh kisse maanga, wo to batao?",NOT
???? ? ??? ?? ??? ?? ???? ??? ???  ???????? ??? ??? ?? ???????? ????? ??? ???? ??????? ???? ?? ???? ?? ???,HOF
????????,HOF
?? ?? ???? ???? ?? ??????? ???,NOT
"???? ??? ???? ???? ???? ???? ?? ?? ???? ??? ?? ???? ,???? ?? ??? ??? ??? ?????? ?? ??? ??? ??? ??? ???",HOF
"??? ???? ??? ??? ?? 
??????? ?????? ?? ?? ?? ???? ?????? ?? ???",NOT
"??? ?????, ?? ??? ????? ???? ?? ??? ?? ??? ?? ????? ???? ??? ????????? ????? ???? ????? ????",HOF
Kejrudin party ka ek ???? URL,HOF
?? ??? ?? ????? ???? ???? ?? ???? ??? ??? ?? ?? ?????? ????? ????? ??? ???? ?? ??????? ?? ??? ???????? ?????? ??? ??? ?? ?? ???????? ???? ????? ????? ?? ??? ?? ?? ?? ?? ?? ????? ??? ??? ???,HOF
????? ??? ?? ???? ??? ???? ???? ?????? ?? ??? ???? ???? ?? ????? ???? ???? ???? ???? ??? ??? ??,HOF
Aur aapki language se pata chal raha hai ki aapko kya sanskar mile hai.,NOT
"Janab Balyan.
Punjab me Punjab Police ke sanrakshan me Kahlistani raste pe utar aaye hain.
Financier ko kiya hua waada khoob nibha rahe hain saarey Paapiye.
Punjab ko Funjab bananey ke like mubarak .",HOF
When we have Hindus like these can’t blame anyone else for whatever we face today,NOT
"???? ??? ?? ????? ????? ??? ?????? ???? ??? ????????? ? ??? ???? ?? ???? ?????? ?? ?????? ??? ?? ????? ?? ??????? ???? ?????? ?? ?? ?? ?? ??? ???? 

?????? ??????? ???",NOT
"Bhai We Are Support You .
We Cover You .",NOT
We are support All Muslims,NOT
We support you,NOT
Tm sb pay lanat,NOT
????????,NOT
Tu khud nahi Bach payega tu usko kiya bachyega,NOT
"Bhai, no one will stand with you two.. think about it again.. do whats right not whats you think is right.",NOT
You cover you Back bound sally,NOT
Andh Bhagat,NOT
Ye lo aap URL,NOT
??? ?? ???? ???? ???? ?? ???? ?????? ?????? ?? ????????? ?? ???? ???? ???? URL,NOT
??? ?? ????? ??..????????,NOT
The cover is cover and it will wear down with all of those who spread hate till we reach for the core and end it.,NOT
Tu bhi pakistan chala ja,NOT
Chalbe chutiye,NOT
Kahi marne k bari  aa gaya sidha ulta bagh lo gay,NOT
Cow  supporting cow,HOF
rapist nation strikes again,HOF
Nice joke,NOT
Can you help him then?,NOT
Do u want visa to come and work here ?? I need tou to clean my toilet with your toungue..i will give u cow piss every day ..and then i will slaughter the cow and ask u to throw its bones in the garbage,NOT
Fuck you ????,NOT
Support ur URL firs,NOT
When you want to choose god from animals .. try the lion Hes good and strong not a cow you idiot ????,NOT
"#BoikotIndia 

URL",NOT
"terrorist
????????????????",NOT
I support naveenjindal,NOT
Kushgupta Who are you exactly?,NOT
"?? ????? ?? ??? ?? ?? ???? ????? ?? ??, ????? ?? ????? ???? ?? ??? ? ???? ????",NOT
naveenjidal didn't care about you,NOT
?? ??? ??? ??????,NOT
????????,NOT
Simply because you are bisexual,NOT
Get busy eating cow feces and shut up??,NOT
"??????? ??? ?? ????? ?? ?? ?? ???? ??,??? ?? ?? ?? ??? ?? ??? ??,
??? ???? ?? ???????? ?? ?????? ?? ??? ?? ?? ??????? ?????? ???????? ????? ??? ???? ????? ??? ??? ???? ??? ???? ???? ??????
???? ?? ???? ???????? ?? ???? ????? ??????
???? ????
?????? ????? ?? ????????? ??? ???!",NOT
Behen k L*rey jaa G**nd marwa jaa k,NOT
???? URL,NOT
"??? ????? ?? ??????? ???? ????? ?? ???? ???? ???..

?? ?? ??? ???? ??? ???? ?? ?? ???? ???? ????? ???? ?? ??? ?? ??? ??..

#IStandWithNupurSharma",NOT
#IStandWithNupurSharma,NOT
Missed call ???? ????,HOF
???????? ???? ?? ??? ?? ????????? ?? ?????? ??? ?? ???? ??? ??,NOT
"??? ?? ????? ????? ????? ?? , ???? ??? ?? ???????? ?? ??? ??, ?? ????????? ?? ????? ???? ?? ???? , 50% ??? ???? ?? ??? ??, 1 ????? ??? ??? ????? ??? ??? ?? ??? ????? ????? ???? ??? ?? ?????? , ?? ???? ?? ????? ??? ?? ?? ?????? ???? ???? ?? ? ????? ??? ???? ?????? ??",HOF
"??? ??????? ?? ??? ?? ??? ?? ?????? ?? ??????, ???? ???? ?? ??? ??? ????? ???? ??? ??????? ?? ??? ???",HOF
????? ?????? ???? ???? ???? ???? ??? ?? ??? ??? ??? ????,HOF
Chalo pandaton ko samajh aa ra hai dheere dheere ki unhein bilkul daliton ki tarah vote bank banaya gaya hai,HOF
"??????? ???? ?  ????,,???????? ??? ?????? ?? ???? ????? ?? ???? ????",HOF
"?????? ?? ?? ?? ????????, ??? ?? ???? ????
??? ????? ?? ??? ?????? ???? ?? ??? ??????? ??? ??? ??",HOF
"???? ???? ???? ?? ????? ????? ??? , ???? ??? ???? ?????? ???? ?? ?? ????",HOF
"???, ????? ???? ??? , ????? ?? ???? ,?????? ?? ??? ? ??, ? ??? ?? ? ??????? 
???? ?? ?? ??? ???? ?? ???? ?? ??? ?? ???? ?? ?
???? ??? ??????? ?????? ??? ???? ?????? ??? ????? ?? ???? ???? ????? ?? ???? ????? ??????",HOF
???????? ???? ???,HOF
"?? ????? ??????? ???? ???, ?????? ?? ?? ?? ?? ????? ?????? 
?????? ???? ?? ???? ????? ???? ??  ..",HOF
"??? ????? ????? ??????? ?? ??? ?? ???????? ?? ???????? ???? ?? ?? ??? ????? ????? ?? ????? ?? ?????... ??????? ??? ?????? ??? ????

??? ???? ????? ??????? ?? ????? ??????? ???? ??? ????...??",NOT
Hahahq sahi hai lelo ek call nai hila diya qatat sai hi,HOF
"#BoikotIndia 

URL",HOF
"I Stand with USER
I stand with AUTHOR",HOF
I stand with your mother earth Bch,HOF
??????,HOF
??? ???? ??? ??,HOF
Oh Bhai kaunsa desh ..Modiji bhi saath nahi hain tere.??????,HOF
??????? ????? ?? ?????? ???? ???? ?? ????? ? ?? ??? ???? ?? ?? ?? ???? ???? ?????????? ?? ???? ?? ??? ???? ???? ??? ?? ???? ???? ?????????? ?? ?? ????? ??  ???? ????? ????? ?????? ?? ????? ?? ?? ???? ?????? ?? ??? ?????? ?? ??? ??? ?? ????? ????? ????,HOF
Kis se raksha karo ge Gupta ji,HOF
"?? ?? ?? ?????? ?? ????? ???? ????  ???? ????? ?? ????? ?? ???? ?? ???? ?? ?? ???? ???? ??? ???? ????? ?? ????? ???, ?? ??? ??? ?? ??? ?? ????? ??? ???? ?? ???? ??? ????????? ???? ???",HOF
???? ???? ?? ??????????? ????? ???? ??? ??,HOF
?????????? ?? ???? ???? ?? ???? ?? ?? ??? ??????? 60 ???? ?????????,HOF
?????? ???? ?????? ?? ????? ?? ?? ???? ??? ?????? ???? ???? ????? ?? ????? ?? ???????? ??? ??? ???? ?? ??????? ?? ????? ?? ????? ?????? ????? ?? ????? ?? ?? ?? ???? ??? ???? ??? ?????? ???? ?????? ?? ??? ???????????? ?? ??? ?????? ???? ??,HOF
Ye baat tumhe bahut jald samaj mein aayi,HOF
"Hindu ???? ??? ??
??? ?????? ?? ?? ????",HOF
"????? ?????  , ??? ??  ????????? ????? ???? ??? ???? ???? ???? ?? ????",HOF
"????, ??????? ???? ????? ??",HOF
"?? ???? ?????? ?? ??? ?? ????? ??????????

           #?????_????_??_????_??
                       RT Must",HOF
"True , This is the time to stand firmly with  &amp; , BJP Leadership betrayed them &amp; left them alone when they need it most   , plz take them back &amp; show your firmness , I am sure if  was at your place things may be different",HOF
?? ????? ? ??? ?????? ?? ?????? ?????????? ???? ??? ???? ?? ?? ????? ?????? ????? ??? ??? ????? ????? ?????????? ???? ??? ?? ?? ?????? ?? ?? ?????????? ????? ?? ??? ?? ??? ???????? ?? ???? ????? ??? ???? ???? ?? ????? ??? ?????? ???? ?? ????? ?? ?????? ??????,HOF
"?? ?? ???? ??? ???
????? ?? ??? ??? ???? ?? ??? ???? ??? ???? ????? ?? ?? ???????? ??? ???? ?????",HOF
"?? ?? ?? ?????? ?? ????? ???? ????  ???? ????? ?? ????? ?? ???? ?? ???? ?? ?? ???? ???? ??? ???? ????? ?? ????? ???, ?? ??? ??? ?? ??? ?? ????? ??? ???? ?? ???? ??? ????????? ???? ???",HOF
"#BoikotIndia 

URL",NOT
"URL

??? ??? ???? ??? ???????? ???? ??, ???? ?? ??? ??? ?????",NOT
??? ?????? ????? ?? ?????? ???? ??? ?? ?????? ?? ?? ????? ?? ??? ??? ???? ??? ?? ????? ??? ?? ???? ??? ????-???? ???? ???? ??? ???? ???? ???? ??? ??? ???? ??? ????? ?????? ????? ???,NOT
?????????? ??? ??? ???????? ???? ??? ?????????? ?? ????? ?? ???? ????? ?????????????? ?? ?????? ???? ??? ????,HOF
??????? ?? ???? ???? ?? ?????????? ???,NOT
??????? ?? ??? ???? ??????? ?? ?????? ?? ???? ????? ?? ??? ???? ?? ????? ?? ???? ???? ???? ?????????? ???? ?????? ??! ????? ????? ????????? ?? ???? ??? ??? ??????! ????????? ??????? ??? ?? ???? ??? ?? ????????? ?? ???? ??? ?? ????? ?? ????? ?????? ??? ?? ??? ?? ???? ????? ??!,NOT
???? ?? ???? ??? ?? ?? ?? ????? ?? ??? ?? ?? ?????? ???? ???? ??? ???? ?? ???? ??  ?? ?? ??? ?? ????? ??? ???? ??,NOT
Ha-ha-ha-ha-ha-ha we'll see ??,NOT
"???? ???? ???? ??? ?? ?? ??? ??? ?? ????????? ?? ?? ???????? ??? ???

#???_????_????_??_????",NOT
"???? ???? ???? ??? ?? ?? ??? ??? ?? ????????? ?? ?? ???????? ??? ???

#???_????_????_??_????",NOT
Victim card ????????,NOT
"???? ????? ???? ??? ???? ?? ???? ??? ???? ??? ??? ?????? ????? ???? ????? ??
?? ??? ??",NOT
Jay bhim,NOT
"??????? ??? ?? ????? ?? ?? ?? ???? ??,??? ?? ?? ?? ??? ?? ??? ??,
??? ???? ?? ???????? ?? ?????? ?? ??? ?? ?? ??????? ?????? ???????? ????? ??? ???? ????? ??? ??? ???? ??? ???? ???? ??????
???? ?? ???? ???????? ?? ???? ????? ??????
???? ????
?????? ????? ?? ????????? ??? ???!",NOT
"“According to British common law during the colonial period, the age for consent (for sex and for entering into a relationship) was seven years. Today Moody is astounded at the marriage of a 9 years old woman URL",HOF
"And that Law was made by who ? Some group of Men in Power who possess absolute No knowledge of Child anatomy &amp; Their Psychology ? 
Many Women organisations had opposed the same Law &amp; campaign against the age of consent That's why many state Agreed to rise the age up to Atleast 14",HOF
What's the point?,NOT
Nupur said the same thing,HOF
That's true but the problem is when you want to use those habits right now,HOF
So u agree marrige age was 6.,HOF
"Ashamed on you and whole your family and your relatives your the curse on the earth, you have shown enmity to the entire world. accept your blunder infront of the world, shameful deed can destroy your's monochrome of Hindus to the world ????????think about that",NOT
Are you trying to normalise pedophilia just to clear one guy's name. Lol ?????? #AndhBhakt,NOT
"May Maa Kamakhya Bless and Protect you ??Sir , do tweet in English also.",HOF
??????,NOT
"???? ????????-?-?????? ?? ???????? ???? ?? ??? ?? ????? ????? ?? ????? ???? ?? ?? ?????? ?? ???????? ???? ???? ?? ?? ?? ??? ?? ???? ???? ????
??? ????? ???
 ??????",NOT
??? ????? ?? ?? ?????? ?? ????,HOF
"?? ???? ?? ??? ???? ???? ???????? ?? ??

???? ????? ????? ????? ????",NOT
Kya Indian Muslim ka gardiyan hay Arab just asking,HOF
???? ????? ????? ?? ?????? ?? ??,HOF
Ab q dar lag raha hai.... isliye kisi ke bare me soch samjh Kar ungli karo...samjha...kisi ka izzat karna sikho....izzat doge to izzat milega....sudhar jaaao,HOF
"Tumhari zuban ne, aaj tumhe 
na party ka rakkha, na samaj ka chiiii??Kitni nafrat hai tumlogo ki soch me,videsh me hum hindustaniyo ka, naam badnam kar diya.",HOF
"?? ???? ??? ????? ???? ??????? ?? ???? ?????? ?? ????? ???? ???? ???? ???, ?? ???????? ?????? ???? ??? ?? ???? ??? ???? ???? ????
?????? ???? ??? ?? ?? ??? ??? ???? ?? ???, ?????? ???????? ?? ???? ???
??? ??? ?????, ????? ??? ????? ???? ??? ???? ?????? ???? ?? ?? ????? ???? ?????",NOT
Delhi police never act on complaints of BJP leaders,NOT
This is new bjp URL,NOT
"???? ??? ??? ???? ???? ????? ?? ?? ????? ???? ?? ???? ???? ????? ???? ????? ?? ??? ?? ??????? ?? ?? ?? ????? ?? ?????? ????? ????? ?? ??? ???
???? ?? ??? ?? ???? ????? ???? ??",NOT
???? ???? ??? ???? ?? ?? ?? ?? ??? ?? ???? ????? ???????? ?? ..???? ?? ?? ?? ????  ????? ???  8 ??? ?? ???????? ?? ??? ?? ???? ??????? ?????? ?? ??? ?? ??? ?? ??????? ?? ???? ?? ????? ???? #????????,NOT
??????i agree with you??????,NOT
??? ???? ???? ?? ???? ?? ?? ?????? ??? ?? ??????? id ??? ??? ??,NOT
"Ussi sanskriti ha hawala de dekar pehle pakistan Bangladesh gya abb kashmir kerela, Assam,bangla ja raha hai lekin ganga jamuna tejaab nahi ja raha hai mind se jab iska ghar bhi chalajayega tab bhi ganga jamuna tejaab ka jaap karega yeah",NOT
???? ???? ??? ?? ???? ?? ?? ????????? ??? ??? ??,NOT
??? ??? ?? ???? ??? ?? ???? ?? ?? ????????? ??? ??? ??,NOT
"Please don't malign India's image like this! India is safest country in the world. If you are feeling threatened, please go to any other country of your choice. BJP IT cell keeps recommending Pakistan. Go there.",HOF
???? ?? ?? ??? ??? ?? ??? ????? ???? ??????? ????? ????? ???? ???? ?? ????? ?? ???? ?? ????? ?? ????? ?? ???? ?? !?? ??? ?? ???? !?????? URL,NOT
"??? ??? ???? ?????? ?? ???????? ?? ?? ????? ?? ????? ??? ????? ??? ??????? ????? ??? ??? ?? ??? ??? ?? ???? ??? ?? ?????? ?? ??? ??...
?? ?? ???????? ???? ????? ?? ????? ????? ?? ??? ?? ?? ??? ??.... URL",NOT
??? ??? ???? official ??? ?? ???????? ???? ?? ????? ?? ???? | ????,HOF
"?????? ???? ?????? , ""????"" ??????? ??? ?? ?? ??????..?
???? ???? ??? ????? ?? ??? ???? ???????
????? ?? ?? ?? ????? ???? ????.?
?????? ?? ????????? ??????? ?? ??? ?? ???? ?? ?? ?????? ???????? ?? ?? ???, ?? ???? ???? ????? ??, ????? ???????? ???? ???????
?????????",NOT
"???? ???? ???? ?? ?? ?? ???? ?? ?????
?? ??? ?? ????? ?? ???? ???? ??? ????? ???? ??? ??? ?? ???? ??????? ???????? ?? ????? ?????? ???? ???? ????? ?? ??? ?????? ???? ??? ????? ??? ???? ?? ???? ??? ???? ?? ?? ???? ??? ???????? ??? ??? ???????
??",NOT
?? ?? ?????? ?? ??? ?? ????? ????? ?????? ??,HOF
??? ??? ????? ?? ???? ????? ?? ???? ???? ???? ????? ?? ?? ??? ?? ??? ?? ????? ? ???? ?????? ????? ?? ??? ??? ?????? ??? ???????? ????? ??? ?? ?? ??? ??? ???? ??? ?? ?? ???? ?? ???? ????,NOT
"If ur not feeling safe here in Modi Ji's India, than please leave and shift to Pak, Nepal, etc.",NOT
"?????? ?? ?????? ?? ??? ?? ???? ????? ?? ??????? ????? ????? ?? ????? ??????? ??? ?????? ??????,??? ??????? ??????, ???? ?????? ???? ??,?????? ??? ????? ???? ????? ??? ??? ???.?????? ????? ?? ????????? ?? ??? ?????? ??????? ???? ?????? ?? ????? ??.USER",NOT
"????? ?? ????? ?? ??? ??? ??? ???? ???? ???? ??? ????? ?? ? ????,?? ?? ??????? ?? ???? ?? ???? ??? ?? ,???? ?? ?????? ??????? ?????????? ??? ?? ????? ??? ?? ???? ????? ??? ???? ????? ????? ??????? ?????? ???? ?? ???????? ?? ???? ????? ???? ??? ??? ??? ????? ?? ?? ?? ???????? ???",NOT
We stand with you,NOT
??????,NOT
"???? ??, ???? ?? ??????? ?? ???? ?? ?????? ?? ???? ???? ????? ????? ????

???? ?? ???? ???? ?? ???????? ??????? ?? ???? ???

???? ?? ???? ?????? ?? ??????? ?? ??? ??? ????, ?????? ????? ?? ????? ???? ??? ????? ???????? ???? ?????? ?? ??? ????

?? ???? ??????, ????? ????????? ?? URL",HOF
????? ??? ?? ????? ????? ?????? ?? ???? ?????? ???? ??? ????? ?? ??????? ???? ?? ??? ?? ???? ??????? ????? ??? ?????,NOT
I completely agree with his tweets,NOT
??? ???? ???? URL,NOT
????? ??????? ??? Team URL,NOT
"??? ???? ????? ?? ?? ?????? ???? ????
???? ?????, ????? ?? ???????? ?? ??????? ??? ?????? ?? ??????? ??, ?? ??? ???
???????? ??? ?? ???? ?? ???? ???? ??, ??????  ?????, ?????, ?? ?????? ?? ???? ?? ???? ???? ????? ?? ????? ?? ????? ?????
??? ????? ?? ???? ??????",NOT
"He hasn’t said anything wrong, mind you!",NOT
"Is post mein kuch bhi galat nahi hai. 
Sachchaai hai.",NOT
Tu koun hame namaz se rokhne wala kutte..,NOT
"Sharma hatakar shekh Mohammad laga lo, tab bologe to ek baar sochenge bhi ki bhadkau hai ki nahi. Or agar Sharma ban kar bologe kahi se bhadkau nahi hai",HOF
"???????? ????? ???????? ?? ??????? ??? ....

 ??????? ?? ?? ???? ???????? ?? ????? ???? ???????? ?? ?????????? ??? ?? 
?? ?? ???? ?? ???? ?? ???? ???? ?? ??",NOT
Tu hindu hi h,NOT
"??? ?? ???? ?? ??? ????  ???? ?? ???????? ??? ?? ????? ?????? ?? ?? ???? ?? ??? ???? ?? 
?? ??? ?? ?? ??? ?? ?? ????? ?? ?????",NOT
??? ?? ?? ?? ?? ??? ??? ??? ?? ?????? ?? ??? ??? ????? ????? ? ????? ?????? ???? ?? ???????? ??????,NOT
???? ??? ???? ???? ??? ?? ???? ?? ?? ??????? ?? ?????? ????? ?? ???? ?????? ?? ???? ??? ??? ?? ???? ????? ?? ??? ??? ??,NOT
"?? ????? ?? ????? ?? ????? ??? ???? ?? l ??? ?? ??? ??? ?? ????? ????, ????? ?? ?? ??? ?? ?? ?? ???? ??? ??? ??",NOT
"????? ??? ??? ????? ?? ???? ??? ???? ???????? ?? ????? ???? ?? ??? ?? ???? ??????? ???? ??? ?? ??? ????  ?????? ?? ????? ? ?????
??? ???????? ??????? ?? ???? ?? ??????? ???? ?? ????? ??? ?????? ???",HOF
"Wo gandiwadi, jab wo marne aayenge toh tera na jaat puchenge aur na tera ya accha behaviour kaam ayega, aankhe khol aur sudhar ja",HOF
"Abe pandu Jo bhi h sach h..
Tu hame mat sikha
#BycottQatarAirways #BycottQatarAirways #BycottQatarAirways #BycottQatarAirways #BycottQatarAirways",HOF
"Isme nafrati kya hai, ab kal ko tumhare baap ka naam pooche tum kaho ki nafrati baaten mat karo,",HOF
Kyu tere nana ki shaadi ho rahi thi isliye kiye ??????????????,HOF
Naveen ji stay strong,NOT
??????,HOF
??? ?? ??? ???.. ?? ???? ??????????? ????,HOF
Gr gr zeyaaaadh leeh ya sadeq ?????????,HOF
Sir I am with you till my last breath ??????????????????????????????????????????,HOF
Batman the Indian version!,HOF
"???? ?????? ?? ?????? ????????? ???? ??? ?? ?? ???? ????? ?? ?? ????? ????? ??? ????? ?? ?????????? ???????? ?? ???, ??? ???? ?? ?????? ?? ????? ???
USER",HOF
"Naveen ji , please take care of your security. Don't trust anyone.",HOF
Don't trust even Modi!!,HOF
"???? ?? ??? ????? ? ???? ???, ?? ???????? ?? ????????? ?? ???? ???? ?? ???? ??? ??? ???? ??? ????? ???? ??, ???? ????? ?? ?????? ???????? ?? ????? ??? ??? ???? ?????? ?? ????? ????????? ?????? ????? ??? ??? ??? ???? ??? ?? ???????? ?? ??? ?? ???",HOF
We are with you,NOT
??????,NOT
"?? ???? ????? ?????? ?? ????? ?? ??? ???? ?????? ??? ????? ????? ??? ?????? ??? ???? ?? ???? ???? ???? ??? ??,?? ????? ??????? ?? ???? ???? ?? ????? ???,???? ?? ???? ?? ??? ?? ???? ????? ?? ?? ??? ?????? ???? ???
#IsupportNupurSharma #IsupportNaveenJindal",HOF
Just shut your mouth  big ???? and respect us and respect our religion ok? How we respect hindo should hindo respect Muslims !!! Also we can talk about hindo religion but we are not like you dog ?? !! And talk about Muslim !!! ??????????????,HOF
??? ?? ?? ??? ?? ?? ????????? ??? ????,HOF
???? ?? ?? ???? ?? ????????? ??? ???,HOF
We support you,HOF
"And we support you, cow??",HOF
"
terrorist 

????????????????????????????",HOF
"Kya nainsafi ho rahi hai ye ..Jo baat unki kitabo me likhi hai bus wo bol deney bhar sey unhe apney pad se hta diya ja rha hai. 
Had ho gyi hai.. URL",NOT
"???? ?????? ???? ??..
?? ??? ??? ???? ?? ?? ?

???? ?? ???????? ?? ??? ?? ????? ???? ??..
????? ??? ??? ??? ????, ?? ???????? ??? ??? ???",HOF
"??? ???, ????? 

????? leader ?? ??",HOF
Ha-ha-ha-ha-ha-ha we'll see,HOF
???? URL,HOF
??????,HOF
"??? ???? ????? ?????? ??????? ?? ????? ????? ?? ??? ???????? ???? ???, ????? ?????? ???????? ??? ?? ?????? ????? ?????? ?????",HOF
"pdf ????? ????,
share pdf uncle",HOF
???? ????? ?? ??????? ?? ????? ? ??? ??...!,HOF
?? ????? ???? ?? ????? ???? ??????,HOF
"???? ???? ???? ??? ?? ?? ??? ??,?? ??????? ????  ?? ????? ????????? ?? ???????? ???? ????",HOF
"??????? ???????? ?????? ???????

What do you know about Islam?

Full video ??
 URL URL",HOF
"???? ????/???? ?? ?? ???? ??,,,,???? ????? ???? /???? ???,,,???? ??????
?????? ?????? ???????,,,?? ???? ????? ?? 1400 ?? 2000 ??? ???? ???? ??, ??? ??, ??? ????? ???????/???? ???????",HOF
?- ????? ???? ???? ??? ?????? ??? ????? ? ???? ?????? ? ????????? ?? ???? ???? ????? ?????? ???? ? ( ??? ??? ???? ??? ??????? ???????? ?????? ??????? ????? ?? ???? ?? ??? ?? ???? ??? ?? ?? ????? ??? ???? ?????????),HOF
"Jesus has said

I will be followed by a fake prophet",HOF
Islam is Terrorism Organization,HOF
We are With you,HOF
Today I ate a cow ?? it tastes so nice.,HOF
??????,NOT
"???? ??, ???? ?? ?????? ???? ?? ???? ???? ?????? ?? ???? ?? ????? ?? ?? ???? ?? ???? ?? ???? ??? ?????? ????? ?? ???? 100 ??? ???? 1000 ??? ????? ????? ??, ?????? ???? ?????? ?? ??????? ?????? ?????

#BJP #?????",NOT
???? ??? ???? ?? ??..? ??? ?? ????? ???? ?? ????? ??? ????? ??? ???? ????? ?????? ?? ????? ????? ??? ??..??,HOF
I support you,HOF
??????,HOF
Table has turned,NOT
"?????? ???? ??? ?? 8 ??? ?? ??? ??? ??,, ?????? ???? ?? ???? ???..",NOT
???? ??? ?????????? ?? ?????? ?? ??? ??? ???? ????? ?? ???????????? ???? ???? ?? ????? ?? ???? ??? ?? ??? ?? ???? ??? ??? ??? ?? ????? ??? ???? ???? ??????? ??? ?? ?? ???? ???? ?? ????? ?? ???? ??? ??????? ?????? ?? ???????? ???? ???? ??? ???,NOT
"?? ????? ??? ?? ???? ?? ?? ????????? ???? ???? ?????? ?? ???????????? ???? ???? ???, ????? ??? ?? ????? ?? ?? ?? ???? ?????? ?? ?????? ??? ??????? ?? ???? ??? ?????? ???? ?? ????? ???? ???? ???? ?? ??? ???? ??? ????",HOF
