tweet,Content
"You are most poisonous person... Hindus, be unite else will be destroyed by other dogmatic religions... everyone enjoying by fighting us in General, SC, OBC, ST... Mainly, Muslims are taking advantage of this by supporting SC and ST with planning...",HOF
"Abe kapoor khandan ke najayaz waris, ek bap Kam tha jo ab Israel ko Baap bna baithe ho. Khud ke ghar me aag lga ke chle dusre ke ghar thik krne. Tum wahy sab ho jo rapist asharam ke gufa me aashirwad lene jate the aur Netanyahu ke????",HOF
Those who fuck jihadis ass indians are always wd them..you decide who u r,HOF
We fuck who comes in our way as bad pebbles and don't mess up with us. Khamoshi ko kamzori Samjho nhy beta log,HOF
"Sheer injustice is happening with innocent Sant Shri Asharamji Bapu.

He is fabricated in a bogus case .

The said girl was major at that time. 

We demand Justice for Bapuji

#??????_??_????_????_??? URL",NONE
Judiciary doesn't work by listening to paid voices....,NONE
Sahi baat gufa m mja lene wali tadap rahi hongi,HOF
?? ?? ???? ???????? ?? ?? ????? ???? ?? ???,NONE
Fasi do sale ko,HOF
Was he not convicted for rape?,NONE
"Ohh So if she was not a minor then the crime was not committed, right? C'mon man have some trust at least in the Judicial body rather than the accused!  Let me remind you that he has many other""BOGUS CASES"" as u say still on trial...",HOF
Khud latak ja bapu ki jagah it I hi chhul h to or bacha le,HOF
Rapists hai woh.,HOF
???? ???? ?? ??? ?? ?? ????????? ?? ????? ?? ???? ???? ????,HOF
Hello he is a rapist still showing sympathy to him,HOF
"??????? ????? ?? ???? Justice for Bapuji ??  Sant Shri Asharamji Bapu ?? ????? ??? ???? ????? ???? ???? ?? ??? ?? ????? ?? ????? ??? #??????_??_????_????_??? ????? ??? ???
URL",NONE
We must concentrate en masse .. for the same cause .. for the definitive release of Puyja Bapuji ?? and make an echo in the international media for the violations of fundamental human rights and go to the international court (France) with a lawyer specialized in fundamental law.,NONE
"And Modi #bhakts are busy drinking Gaumutra and covering themselves in cow dung... URL
#Bhakts URL",HOF
It’s better than declaring jihaad on everything .. ans everyone ????,HOF
here's my like boi,NONE
Aur Bhakts tumhari bajane ke liye bhi hamesha ready rahenge..,HOF
#Namaazis trending #Bhakts ????,HOF
Omg,NONE
Halala ki pedash chutiye,HOF
Terrorist community se better hain,HOF
But some are very curious to follow shit as it gets a good space in them????,HOF
Halala product.,HOF
We are busy eating suwar. URL,HOF
Camel Urine u don't Drink...don't test our Bhakti...if we go then we hve to go ur chilhood..cut get 72 hoor ????,HOF
Halala Kb Krne ana hai Mai free Hu,HOF
Dekh ye sirf terii bat nahi pure world ke mullo ki baat hai chamcho. URL,HOF
Jihaadi after drinking camel urine are ready for doing jihaad against israel?? URL,HOF
Aap kamel ka peshab pine me must hai,HOF
Reality of islam ?????????????????? URL,HOF
"Oont ka moo

Bhai, pl educate me here, you too Khan bhai

Are Muslims allowed to physically and bow in worship to anyone else apart from Allah? Can they physically and worship to other human beings?

Do tell",NONE
Bhakts are religion follower like you are of Islam and I am of Hinduism . Any political party follower cannot be bhakt right .,NONE
Jese mohammad camel mutra piya karta tha??,HOF
"Even if cowdung actually works, he is still the most stupid person 
Corona enters through eyes, mouth and nose
He hasn't covered those parts and is covering the rest of the body",NONE
"what are you guys doing here, do jihad and exchange your wives.",HOF
Tumare Abba narsinganand ne kaise rasul Ko kaise exposed ki tha maza aagaya ?????????????????????? before pic URL,HOF
Says the one who swims in camel urine to reach mecca and bend down with their ass up for Allah to bang them.,HOF
People who marry their own sister and breed like pigs in gutter..and eventually blow themselves in the name of OLA e UBER... Plz Dont give gyan here,HOF
Meanwhile puncturewala's drinking Camel urine.. URL,HOF
??? ???? ??? ????? ???? ?? ?? ?????? ?????? ?????? ??? ??????? ?? ????? ???? ??? ???? ???? ?? ??? ?? ???? ????? ?? ??? ?????? ?????? ????? ?? ??????? ?? ???? ??,HOF
Bhai aap bhi toh katwate ho apna aap na hi bolo toh behter hai,HOF
??? ?? ???? ?????..... ???? ??? ??????? ?? ???? ?? ???? ??  ??????? ?? ???,HOF
Apne jaise sade poorane news flash na kar,HOF
Andhnamazi??,HOF
Jis thali me salo khate ho usi me chhed krte ho dogle,HOF
"Whom do you cover off with
Pig shit ohh sorry
You are yourself the shit in our country",HOF
"ISISI, al-Qaeda, Ansar-Al Islam, Boko Haram, Taliban, Islamic Jihad Union, Jaish-e-Mohammed, Lashkar-e-Taiba, Lashkar-e-Jhangvi, Mujahidin, Tehrik-e-Taliban Pakistan, Al-Shabaab, Ansar ul Islam etc. (Many More) 

Belong to one religion (Think ??) 
ISLAMOPHOBIA ?? URL",HOF
Cow urine is disgusting but camel urine is just..woURL URL,HOF
and their dicklicker should do research about holy camel urine??and watch molana saheb video URL URL,HOF
"Remember bro we believe in quran and hadith with proof not the Wikipedia Ok u r sayings may be correct but to proof urine is prophetic medicine u need a strong written proof of any islamic scholars ok.
URL
See this full video
Munafiq(who are both muslim&amp;non)",NONE
Whoever believe in both be it camel or cow urineare the biggest  a$$hole. Thats it URL,HOF
Phir tu aur woh same same. Sab moot piyo??????,HOF
"URL
Le pissfull dekh or dafaa hoja??",HOF
Isme kahan bola camel urine ke baare me... What do you get by spreading fake info.. be a good hindu,NONE
Listen to what the molvi says if you are not deaf,HOF
Are chumtiraaj ke ghode pehle tweet padh le or smjh le??,HOF
Shrimaan gandeshwar son of chuteshwar ji jinko smjh aaani thi or jinko Mirchi lagni thi wo lag gayi h.....jab apke bheje m nahi ghusi baat to kyu apni gend bich m ghusa rahe h aap??????,HOF
Kehna kya chahte ho ?? URL,NONE
The sanghi mail id do poora maumla bhej dete hai galat jankari share kr re ho aap,HOF
"Achaa ji
URL le dekh le URL",NONE
Diverting to Muslim. Only job of bhakts so far....??,HOF
Ok??,HOF
??????????????????chato,HOF
Israel to 56 countries ummah:-?????? URL,NONE
Kye bole bhai tumhe! School gaye ho kabi?  20+ saal ke honge paka! May Cow + Camel Urine Bless you??,HOF
Shame to u bro??,HOF
Thanks katlulibhakt??,HOF
It's my pleasure dumb man??,HOF
Snagies drinks this too????????,HOF
Ye we log he kabhi apna moot bhi pilega isme koi hairat nhi,HOF
Jaise bear Grylls pita hai Man Vs Wild mei.?? URL,HOF
Pragya said k gau mutra se corona theek hota hai...do u agree?,NONE
Nope??,NONE
Any urine lover from any religion should make their own mootr religion. May cows and camels bless u. Jai Hind.,HOF
That's the point book is playing on u and in us factual  knowledge used for centuries even when other community people were palyong in stone age we made our university is playing us,NONE
Tu dono lele bhai. Agar or lage to ????????ye bhe try karle.,HOF
Ok bhusdk??,HOF
"Firr se communalism ki maa chodd rahe ho...areyy vaiyaa jo v illogically MUTRA peeye joki byproduct hai hai wo gaandu hai vai, chahe Muslim ho ya Hindu....
Aur jo harr baat pe COMMUNALISM chodey....jaisey ki aap...
Jaa k Kangna ka moot peejiye",HOF
Ha toh peele idhar dikha ke kya hoga,HOF
"Abey chaddi bsdk 
Muslims only follow Quran 
These thing which you show are fake 
Have you seen or heard any Muslim in India ever did that?
Be good sangi, don't b mc  sangi",HOF
Dusra gu khayega to tu bhi wahi khayega kya..... Sanghi se hi teri soch ka andaja lgta h...,HOF
Kisne keh diya ke Islam me peshab pine ko kaha hai ? URL,NONE
USER,NONE
"Both are useless and stupid practices, so?",NONE
This is also disgusting. Don't drink any urine and eat poop. That's not good for your health. Don't be an idiot.,NONE
Chu**** Puri duniya Mae phale hu hae .,HOF
"so you know she's  spreading lies. urine is used in medicine, but that doesn't to use idiotic ideology to claim every disease is curable. did Someone is claiming Camel urine will cure covid?",NONE
"Liqure as #covid19 cure though not proved /authorised but being promoted through WhatsApp and social media without being objected by rationalists!
#Sudarshannews #BANSudarshanNewsTV 
#PragyaThakur #PragyaSinghThakur",NONE
"Chalo, wo peete hain, tun bhi piyo. Tum cow kya, insaan ka bhi piyo...okay? 

Adresse bhejo, essential commodity hai aapke liye, deliver ho jayega.",HOF
?????? both cow and camel urine is disgusting wtf is wrong with people . #PragyaThakur is DUFFER &amp; disgusting. And people who drink urine as medicine is disgusting.,HOF
chaddi gang chunchuna????????,HOF
"You finally found your #UAE wali mausi ??
Enjoy this flavour too ??",HOF
But puncturechaap like you is busy in making fake twitter I'ds?? URL,HOF
Cow urine disgusting but camel urain is good for chamchs #PragyaThakur URL,HOF
jhaidi and chamche's look it URL,HOF
Thanks Sumit for sharing this.,HOF
Wtf,HOF
Show me one chamcha supporting camel urine ...I will show u 10 bhakt eating gober,HOF
"Is tweet ka to bhakt ke pass answer nhi hai ??
Kal subah whatsapp forward aayega..usme ek edited image hogi..phir bhakt reply krega ????",HOF
That also some one like u...,HOF
Better drink self moothra,HOF
Vo to theek hai mere bhai.. Urine ki spelling to sahi likh dete..,HOF
"Gobsmacking, finger licking.. URL",NONE
Bhai tu pee #PragyaThakur,HOF
Both the acts are just idiotic ??????????????,HOF
This is exported to India for Andh Bhakts. Arabs know India is big market ??,HOF
Both are folls. Why justify any ? Fools and shame on their reapective religions.,HOF
"matlab kisi janvar ki pheki vi cheez ko peene na peena ke liye debate kr reh hain
vaah re",NONE
Haa woh to apni.gaand main daalke maalish karege dalle .aur halaala karte waqt lode par bhi lagayenge,HOF
Chutiye pragya thakur nei gau mutra penay ki baat ki hai...saarey jaanwaro ka mat pena...,HOF
Vaccine mat le bhai gausala chale ja tu,HOF
"No camel urine is also disgusting,, it is false narrative is spreading by you guys,, no one muslim is drink a camel urine, it is only your thoughts that's it,,,",NONE
Stupid boy  ?? ??? ?? dharm  ?? ???? **** URL,NONE
"Both are idiots....comparing them proves your idiocracy, how can people elect and follow such bastards.",HOF
Chutiye ko chutiya bolne se aap kam chutiya nahi hojaoge..,HOF
??? ?? ?? ?? ????? ???? ?? ??? ?? ?? ?? ??? ?? ??? ???!!!????? URL,HOF
"??????? ?? ?????? ?????????
#PragyaThakur URL",HOF
"Proud son of bharat 

Retweet maximum and repeat with me

#???????_?????_???_???? URL",HOF
#???????_?????_???_???,HOF
Aatankwadi tha ye,HOF
Murderer,HOF
Terrorist,HOF
First terrorist of independent india,HOF
Swatantra bharat ka pahla aatanki tha,HOF
"?????? ?? ???? ??? ?????
#???????? 
???? ?? ??? ??? ?? ???? ?????
#???????_?????_???_????",HOF
Isne simply jinnah ko kyu nhi mara? Akkhal to ghutno me hai bhakts ki.,HOF
"Britishers ki dalal Nathurani ko
 ??Da naman????
#???????_?????_???_???? URL",HOF
??Da nathuram Amar rhe,HOF
Kitne retweet aye dekh le. Bhadwe bhand mc...Sb ki gand fatti hai....81ki okat hai teri chutiye,HOF
Asli mahatma ke liye trend nahi karna padta. Hatyaron ke liye kitna bhi karlo. Mahatma mahatma hi rahega hatyara hatyara hi rahega.,NONE
#???????_?????_???_???? URL,HOF
"#???????_?????_???_????
Happy birthday LEGEND ?? URL",HOF
Matherchod,HOF
The real anti national.,HOF
"Indeed???
The real nationalist ??????",HOF
Bharat ka pehla Aatankwadi...,HOF
Kon tu ...,HOF
Kyun tumhe to Gandhi avha hi lgega kyunki usi ki wajah se tumhara mission gazawe e hindi safal hoga,HOF
"??????? ????????? ????????? ?????????
????? ????? ????? ???????? ?? ??",HOF
Ye ek murderer tha aur isne jisko maara wo chutiye thaa.,HOF
???? URL,HOF
Nhi aatankwadi deshdrohi Nathuram godse antakwadi Gaddar,HOF
"Chodu log Ka chodu hi rhega legend 
My inspiration one and only Mahatma Gandhi",HOF
???? ??????? ??????? ????? ??? ???? ??????????,HOF
isne kaun c azadi ki ladayi ladi thi jo ye deshbhakt hai. angrejo ka dalal jo tha uska ye chamcha tha jisko tum veer bi kehte ho,HOF
Nathuram Godse Amar Rahe,HOF
Acha hua ye mar gya nhi to aaj mere haath se marne wala tha.??????,HOF
Ghante ka legend sala deshdrohi,HOF
Khud ki identity sabke uor mt thopa kro,HOF
Aatankvaadi,HOF
??????? ?? ??? ???? ???,HOF
"Jyada gobar khane se ese khyal aate he!!!
Shuddhh or satvik khaye jo tan ke sath man ko bhi pavitra karta he",HOF
Okk clown ??,HOF
Acha to ye chotiya aaj paida howa tha,HOF
Haa us chaman ko thokne k liye,HOF
Bhai tum log bahar Gadhi Gadhi karate ho aur ghar me godase godase . Kaun sa daru pete ho,HOF
Gandhi gandhi krte hi nhi.....,NONE
Tu bhi khatna karwa le iske jaisa????,HOF
"Tujhe kaafi experience hai
Tera hua h na????",HOF
Terrorist ko to latkaya tha! Bloody bastard.... Nagpuriya Ass Ass supporter,HOF
I'm not r ass ass supporter......,HOF
Sharam Karo sale jiski wajah se aaj aazad ghum rhe ho Uske killer ko Amar keh rhe  bas Hindu Muslim Aata h unpadh sale,HOF
"Baaki bhagat singh , chandrashekhar,rajguru, sukhdev etc. To majjak kr rhe the na.......
Ye aapka so called MAHATMA gandhi chahta to unki faasi rukwa skta tha

10 saal phele azad ho jate agar vo log hote to 
Okk high profile intellectual ??",HOF
Apne baap ke katil ko legend bolta h madarjaat,HOF
????,HOF
Bsdieko yeh hai tumhari deshbhakti ....,HOF
???? ??? ??? ??? ??? ?? ???????? ?? ???? ???? ???? ???? ??????,HOF
Aaaakk thoooo ??????,HOF
???????? ??????? ????? ???? ?? ?? ??? ??????? ????? ?????? ????? ????????? ?? ???? ????? ???? ?????? ??????? ?? ???? ??? ?? ???? ??,HOF
Fugitive and a pimp of British,HOF
???? balle balle,HOF
Chi!!srm aana chahiye tumhe aise aadmi ko legend kahte hue jisne hamare desh ko aajad karaane waale Legend The Mahatma Gandhi ko maara,NONE
"Baki shaheedo ne dance kiya tha kya(bhagat singh, chandrashekhar,rajgur,sukhdev,bismil)",HOF
Sala Deshdrohi h tu ...,HOF
"?????? ???? ??? ?? ??? ?? ?????? ?? ?????? ???? ??? ??? ""??????? ????? ??? ???"" 
????? ?? ????? ??????? ??? ?? ??????? ??? ?? ???? ?? ?????? ?? ????? ??, ?? ?? ????? ?????? ????
#?????_???????",NONE
Mtlb me bhi BJP or it cell se hu ??????????,HOF
??? ???????? ????? ?? ??? ???? ???? ?? ?? ?? ???? ?????????? ?? ??? ????? ????????? ??? ??? ???? ?? ?????? ?? ????? ???? ?????,HOF
Coward idiot Bhakts supporting a murderer.,HOF
???? ?? ????? ?? ???? ????? ?? ???? ????? ???? ???? ??? ??????? ????? ??????? ????? ?? ?? ????? ?? ???? ???? ???.! URL,HOF
"Proud to be a Hindu
We are proud of Nathuram Godse??
#???????_?????_???_???? URL",HOF
Jai Shri Ram,HOF
??????? ????? ??? ??? ???? ?? ???? ????,HOF
my hero,HOF
"Pahle ganga clean karle 
Dead bodies pare hai",HOF
Ek or jihadi reported,HOF
Nahi kuch mukhbeer/mafi veer bhi hote hai,NONE
?? ?? ?????? ???,NONE
???????? ?? ?? ?? ???? ???? ?? #nathuramgodsemurdabad,HOF
Am unfollowing u. A murderer cannot be a hero. Murder cant b a solution. Tomo people wil celebrate rapists too if he happened to outrage modesty of some1 u didnt approve of. Himduism taught 2 respect all religions. U reflect ur class thoughts n upbringing,HOF
??????? ???????? ????????? ??????? ????? ?????????,HOF
"Saved nation, saved Hindu and Hindutva. Real Nationalist.
????? ????????? ???????, ????? ??? ?????????????? ????? ???? ??????? ????!",HOF
"Gaay ka mutt piya kiya ? ???? , Kam padd jay to bata dena... I will contribute ??",HOF
"? 2 has been credited to your account. Thank you for using our toolkit. 

We will look forward for more business with you. 
Regards, 
INC official Toolkit 

Signatory- 
Rahul Gandhi 
Sonia Gandhi
Priyanka Gandhi",HOF
Bag bsdk godse murdabaad,HOF
Yeh angrejon ka chamcha tha na,HOF
Fuck godse,HOF
Ek nehhate aadmi ko goli mardi ye hinhu nahi ho sakta,HOF
You mean to say you are proud of India's first Hindutva terrorist. Shame,HOF
"#????????_???????_?????_????????? 
#????????_???????_?????_????????? 
#????????_???????_?????_????????? #????????_???????_?????_????????? #????????_???????_?????_????????? #????????_???????_?????_????????? #????????_???????_?????_????????? #????????_???????_?????_?????????",HOF
Nathuram Godse was a Legend and true Indian.,HOF
Ek tarf tum Gandhi Jayanti manate ho sath hi atanky Nathu ka gun gan karte ho.. Majra kia he... ?,NONE
"For the idiots who are trending #???????_?????_???_???? 

#Terrorist_Godse URL",HOF
#Godse_Sanghiyo_Ka_Baap,HOF
"#???????_?????_???_????
#???????_?????_???_????
#???????_?????_???_????
#???????_?????_???_????
#???????_?????_???_????
#???????_?????_???_????
#???????_?????_???_????
#???????_?????_???_????
#???????_?????_???_????
#???????_?????_???_????
#???????_?????_???_????",HOF
"?????? ???? ??? ?? ??? ?? ?????? ?? ?????? ???? ??? ??? ""??????? ????? ??? ???"" 
????? ?? ????? ??????? ??? ?? ??????? ??? ?? ???? ?? ?????? ?? ????? ??, ?? ?? ????? ?????? ????
#?????_???????",NONE
