tweet,Content
Abe tum brahmins ko gali de rahe ho or apne aap ko peedhit Bata rahe ho chutiye ho Kya ????,HOF
Abhe Bosdike puri video daal maderchod ????????,HOF
"Watch this video! 

Randeep Hooda making dirty jokes on National leader Mayavati , dalit woman, who has been the voice of the oppressed.

No tolerance for such castiest people. Arreste him! 

 URL
#ArresteRandeepHood",HOF
"Bro what good can you expect from this Gutterwood ppl. 
#ArresteRandeepHooda",HOF
 Abbe ja naa,NONE
i didn't get the joke.....can someone explain it to me,NONE
"#ArrestRandeepHooda 
#ArrestRandeepHooda",HOF
Are moorkho koi kaam dhoondh lo,HOF
 Yehi to kaam hai inka faltu ke trends arrest him arrest her ko promote krna,NONE
 Bhai inko tension nhi hai kisi cheez ki..malum hai naukri th mil he jaeygi ???? Bhim ki shakti jo hai,HOF
 ??? ???? ??? ?? ??? ???? ?? ?? ??? ???? ??? ?? ???? ??? ???? ????? ?? ??????? ???? ??? ?? ????,HOF
Look like its old video,NONE
??????? ???? ????? ??? ?? ??? ?? ??????? ??? ?? ?? ????,NONE
"Sorry sir I can't expect that are your short mentalitys. One talk always remember that who sits you top of the level, who fall in the bottom. That is your totally bottom level mentality",HOF
Before he start  the joke he mentioned that it's a dirty joke????,NONE
 Bt wt I heard is behan ji is single ??????????,NONE
 So its justified??,NONE
For the love of god get a job,NONE
 ??????true,NONE
 Outraging is the new job,NONE
 Uski koi tension nhi..Wo th aise he mil jaeygi ????,NONE
Nikal lawde ??,HOF
Now a days people in India can't even take a meme as a meme. They directly go for an FIR or police arrest for that person who's making the joke. God help those minds !!,NONE
Chal bhosdike,HOF
Dalit woman ??,NONE
??,NONE
"Dark Comedy kahte hai ise chutiye, mindset aage barhao, show se pehle 'DISCLAIMER' aata hai. Parh liya karo",HOF
 Apni maa par karwa phir dark comedy chutiye.....tu bhi likh liye 1000 disclaimer,HOF
This is actually funny..,NONE
"Aree aap ke liye to ramrahim God hai, abb apse dimag lagane ki arju hi nahi ki ja sakti",NONE
"Bc isme kya casteist ?? People day in day out abuses Modi , Hindus, Hindu religion",HOF
"Not to be an ass but what exactly was the ""casteist remark"" in there?",HOF
The show should be cancelled,HOF
"So sorry but Hoida should not have been disrespectful to a female. It doesn't talk good about him, his mindset towards any female.",NONE
 ??????????,NONE
Seriously who is mayawati and what is her contribution towards india,NONE
Don't play female and caste card....,NONE
???????? super..!!,HOF
Isme dalit kaise bhai!? ??,NONE
This is racism. Just cry when Americans and Australians do to you. Actually we are not only victims but also culprits,NONE
"He did not mentioned anywhere about NATIONAL LEADER Mayawati.
Mayawati could be so many women.Mayawati is jz a name. No cast creed or anything is related to name. He cracked a joke and it should be taken as normally not politically! Arghh man...india k log ki soch kya hoga",NONE
R u really out of your mind ??.,NONE
Hahah...upgrade ur sense of humor,NONE
"Lgta h iske pass ab passe kmane ka yhi trika Bacha h Kuki movie vgra to koi mil nhi rhi , covid such me logo ke kaam Kha gya h , kuch passe kmane ke liye log Kitna gir rhe h",NONE
National leader????who?????????,NONE
 ???????????? bhadwe kha h tu......india ki 3rd largest party h BSP,HOF
National leader jo recession me apne aur haathi ka putla banati hai?,NONE
Don't knw wht hppn with peoples mentality.....,NONE
He doesn't say any leader,NONE
"??????? ?? ???? ??? ???? ????? ????? ???? ??
???? ???? ?????? ?? ??? ???? ???? ?? ?? ???? ????? ?? ??? ???? ???",NONE
National leader????,NONE
"There was nothing casteist about it 
Very sexist ,absolutely wrong of him to say about a women 
Dont bring caste into this .",NONE
I didn't get the joke! Some plz explain that he said in end,NONE
Can you translate this hindi,NONE
Casteism kaha se aagya bhai ???? log marr rhe hai corona se unoe dhyaan do.,NONE
That voice of oppressed is currently supporting BJP. The same BJP which is known for oppression of Dalits. So better check your facts !,NONE
Takleef hui hai lagta hai...,NONE
"Did he say ""National Leader"" or ""Dalit woman""?",NONE
Bhaiyo sab iska post report karenge. Jhutti khabre faila raha hai.,NONE
Poori duniya me ek hi Mayavati hai kya?? Non-sense people,NONE
Koi sense hai is tweet aur trend ki?,NONE
Is that same mayawati ... That leader,NONE
Making her own statues don't makes her voice of oppressed,NONE
It was funny though ????,NONE
Good Joke ??????,NONE
"Are kyun sir abhivyakti ki azadi hai na rehne do bole to bole hum nahi sunenge

For your note i am against all type of comments made for any leader and not biased on gender",NONE
Pathetic this fellow!! He has such a false put on accent!!! These men must be behind bars,HOF
Jao bhai koi kaam dhundo jao,NONE
Haan tu modi ko maa ki gaali dede to theek,HOF
"If he wants to refer any women for dirty joke, he could have taken his mother for that joke whoever it is. I bet he would do, he seems like a person have no respect for any woman.",HOF
Lgta hai velle ho,HOF
Bhai isne mjak bnaya galat baat h. Baki va ab bhi dalit hi hai.  Sabse badi state up ki cm rh chuki hai. Z+ security hai. Or ab bhi dalit hai.  Dalit ka mtlb bhi pata h ya nhi.,NONE
Sale gand ke andhe,HOF
Mayawati ke fans KO itni english aati bhi hai ??,NONE
"""voice of oppressed"" a dirty joke????????",NONE
"Abey castism kaha se le ate ho 
Dalit woman who makes hundreds of her own statues ..who is also illiterate and believes making if her own statues us development",HOF
Statement is not acceptable beacause she is a dalit. Go boy and fuck yourself. ??,HOF
"Yar uske bolne se hojayega kya wo bolega tera baap pagal hai to kya wo pagal hojayega,wo bolega jaa tu naali mein kood ja kooda jayega kya ,agr kooda jayega to phir khood ja bc har din arrest karne oar aajate ho yr,bhangi bola to wo arrest aur agar ma behn ki gaali de to sahi hai",HOF
you must learn English before lecturing,NONE
"Abe ky h bhai tumhe kuch problem jyda h he ky dalit ka majak nd all jab pm modi par krte ho tab kha jata h gya , jab rahul gandhi ka majak udaya tab kh gye the jb mon...
Bhai ye tum kar rhe ho ucn- nich ki baatain ....if anyone wants equality then they should behave like that",NONE
"Chup kar 12 saal ka baccha 
Joke is funny????",NONE
Chup be teri ma ka bsda,HOF
"lol, people making joke on PM Modi everyday.. shall we fuck those people? Idiots, these are just jokes, take it as joke.",HOF
Phir se victim card suru ho gaya bhim mim walo ka idhar,HOF
Pehle spelling likhna sikle Arrest ka,NONE
"Padhai karo re
Spelling galat hai",NONE
For making a joke on his personal time?? As if you don't speak shit about any politicians. Smh,NONE
Sometimes i don't understand what you guys eat. Like you always spit faeces like you are oppressed or something like that and if somebody said that thing then you say you are superior to them. Now please decide who are you? Just faeces spreader or a human or a dalit?,NONE
"Chal bsdk, salo bas hate failao tum log. 
Kisi bhi baat ko utha kar aa jaate ho cast cast karte hue, abey bass karo be 1947 ka bharat nahi hai 2021 aa gaya hai, ab to chod do ye sab????",HOF
Itna sa troll nahi jhel sakte tum log to phone band krke ghar me beth na chutiye,HOF
"Isne National leader mayavati, dalit women, koi cast ko kahan mention kiya hai?

Ye agar koi foriegn actor/comedian baat kare to lot-pot hoke haste ho, to agar Indian se kya problem hai?

Aur #Arrest hota hai na ki #Arreste

Ladki agar aisa bol to chalta hai inko #FakeFeminism",NONE
Jaab modi ko gali dete ho....tab freedom of speech... democracy aur mayawati Kya koi Rajkumari he .......,NONE
"Tuje arrest kar lete h,, teri maayaji ko bhi,,",HOF
Bhaiyo ....agr only joke hota to trend nhi hota but ye mayawati ka nam lekr ek woman category ka hi mjak bna dia h ...,NONE
Dalit woman??lo Ab Religion bhi dal diya,NONE
If u said he made dirty jokes on a women I ud have supported u heart in and hear out. But adding dalit women that's cheap mentality my friend. He isn't castiest but u r!,NONE
Dinbhar modi ko gali dete h tb dikhta nhi.fir to tmhe b jail me dalna chaiye.mayavati mahan hogai use bola to.khud kre to shi...jb dekho girftar kaa bhokte rhte h.rapiest k lie kbhi trnd ni krwayenge,NONE
"He is talking in elglish and you probably don't know any english
Bas trend mai jump maar lena hai
Phone cheeno in sensitive bachoo se",NONE
"Abe ye dalit, national leader etc kaha se a gaya?
Agar ye uske bare mai he kaha hai to kya dalit, CM hone ke wajah se hi galat joke hai ye? Agar ye joke kisi aam mahila ke liya bola hota to galat nahi tha?

Ye bekar ke drama ki jaroorat nahi hai

kisi bhi mahila ke liye galat hai",NONE
"Bsdk casteism kaha mila re 
tujhe chutiye..",HOF
Is that a joke that was pathetic how are these people allowed to speak such nonsense,NONE
????Mast joke,NONE
"Wat did she do for the oppressed? Had she done anything she wudnt lose her chair 
Being dalit doesnt qualify her not to be mocked. There r ppl who abuse, badmouth, mock the PM of the country n nothing happens 2 tem",NONE
but was he referring to ms mayawati... as in BSP leader...,NONE
Inke according Mayawati iss duniya mai ek hi hai,NONE
Tension mat lo bhai. Mayawati ko English nahi aati,NONE
"??? ??? ?? ???? ?? ? ? ?   ????? ???????    ????? ,?? ?? ????? ??? ???? ?? ??????? ??",HOF
Mast Bola hai Maya ke lea ???????? kis lea arrest kaew   tum to chuitiya ho Gaye ho sab,HOF
Kya usne leader mayavati bola ?,NONE
Esa koi joke agar kisi Hindu devi devta par hota tab  ap jese log bohot Waah Waah krte. Hipocracy ki bhi koi seema hoti h...,NONE
Is there only one mayawati in the whole world? Or this name has any copyright? My maid's name is also mayawati. Now what should I do? Should I turn her out from job?,NONE
National leader? R u out of ur mind BSDK?,HOF
Sala Mayavati se.. Ek bar karna muskil hai... Sala yeh Do bar kaun kiya re?? ...... #LuckyMayawati   #21TopoKiSalami jisne #2BarMayavatiSeKiya ??????????,HOF
"Hello!

We find your content around Humour very fun!

We invite you to Koo App to post this content everyday so that you get:
1. More visibility &amp; followers
2. More reactions
3. Access to Indian language users

Join Koo here today: URL",NONE
"The US govt—with the help of private funders like USER—directly funded a state-run population control program in India, in which hundreds of thousands of men and women were sterilized, including many Tribal and lower-caste women. #ArrestBillGates URL",NONE
He demonstrated in 2012 how to depopulate through vaccine about 10 to 15 percent,NONE
 Where is it shown?,NONE
" According to Bill Gates, Bezos, Zucker, Queen's family they want the entire world only for themselves . period.",HOF
Kuch bhi ??,NONE
Nashe me hai kya bhai?,HOF
" Bhai Bill Gates ka criticism alag cheez hai
Usko arrest krne ke liye bolna alag
Aur bol bhi kisse rhe
Koi logic hai is baat ka",NONE
Chla ja bhosdiike,HOF
Agree,NONE
#arrestbillgates #arrestbillgates,HOF
#ArrestBillGates,HOF
"?????? ???? ????? ?? ?????? ?? Bill Gates ?? ?????? ?? ???? ?? ????, ???? ?? ?????? ???? ???????????? ??? ??? ??? ?????.!!
????",HOF
" SC ??? ?? ???? ??? ??????? ??? ????
????? ?? ??? ?? ???? ?? ????? ?? ??????? ??? ?? ?????",NONE
 ?????? ?? ???? ??? ????-???? ???? ?? ?? ?? ?????? ???? ?? ??? ?? ???? ?? ??? ?? ?? ?????? ?? ???? ???? ?????? ?? ???????? ???? ??? ????,NONE
YES!!! Indeed,NONE
In which state ??,NONE
 It's Hansraj logical state,NONE
 In whole India... nothng particular state...,NONE
 Telangana and Gujrat in 2009,NONE
Good move,NONE
"Save my Father!

URL
#ArrestBillGates",NONE
?? ??? ????? ??? ?? ??? ??..??,NONE
Whattt is this even true??????????,NONE
"have quality food and nutrients. 

URL",NONE
#ArrestBillgates,HOF
Source?,NONE
As you twitted incident happened in 2009-10 so shed some light on Congress-Gates relationship ...,NONE
What is this?,NONE
"But Government encourages to sterilise people who already have 2 kids to control population and that will help poor people to overcome poverty very easily , since they can provide better Nutrition , education and expenditure to 2 kids over 5 kids. This is done to everyone.",NONE
" Poverty is the cause of population ?? and not vise versa. Countries with negative population growth have problems of unemployment, poverty. It's the capitalist system.",NONE
 Tumhe Sterilise Kiya Gaya h ya Nahi...,NONE
"? ??? ?
????? ??? ??? ?? ??????? ???,
??? ???? ?? ??? ?? ???? ?? ???? ?? ?? ???? ?????? ????? ? ???? ??",HOF
#ArrestBillGates #ArrestBillGates,HOF
Just like how sanjay gandhi did,NONE
"This is important as those tribal groups are indigenous and form the culture of India.

If they been utilized for clinical trials. It's a shame as it been done by the Government in ruling and the lobbying pharma giants.

Mera Bharat Mahan",NONE
Good only our population is exploding and need to be controllled.,NONE
Nonsense.,HOF
#ArrestBillGates,HOF
He did it in e past in africa and the result of those vaccination was a disaster.,NONE
Vaccine bhi uski hi hai bhaiyo ingredients dekhoge to shock ho jayoge. Vax lene se pehle kya hai ye padho,NONE
" Aluminium,mercury,formaldehyde,sm-102 and it have adenovirus strain sv-40 which can cause hiv and cancer",NONE
?? ????? ????????? ???? ?? ???????? ???? ??? ?? ???????? ???? ?????? ??? ???? ????? ???? ??? ?? ?? ?? ????? ?????? ???? ??? ?? ??? ??? ???????? ???? ???? ???? ???? ???? ???? ?? ?????? ????? ?? ??? ?? ???? ????? ??? ?? ??? ?????? ?? USER,HOF
?? ????? ?? ???? ????? ????? ???????? USER,HOF
 ??????,HOF
Bosdi ke tuje india ki population pata h kitni h,HOF
Who is lower caste?,NONE
#Antivaxxer pls fact check,NONE
Yaar tu alag hi level ka C hai...Always see you pooping on Twitter...Go get a life man...Jobless person shitting every here and there...,HOF
?????? ??? ?????? ???? ???? ???????.. ???? ????? ?? ????? ?? ?????? ??????? ????? ???? ??.. ?? ???? ?????? ??.. ??? ???? ????,HOF
Any proof ? URL,NONE
"hansraj maharaj ne bol diya ab to bill gates ka bachna muskil hai, bill gates ki biwi ne divorce bhi isliye diya hoga kyuki use pata chal gaya tha ki hansraj bill gates ko arrest karane wala hai. meri khidki mein laga ek parda hai,hansraj chotta bhadwa hai #arrestbillgates",HOF
 ??????? Are you guys gonna talk about this?,NONE
Chutia meena,HOF
So what,NONE
"Population control is a welcome step if peoples are not doing it themselves! 
Y Muslims like u always uses ""Caste"" word for ur agendas?",HOF
#ArrestBillGates,HOF
Please Stop referring to inauthentic &amp; propaganda websites who just want to create sensation and earn money through click trap.,NONE
"Abe kya hi bhari chu*iya aadmi hh tu,aur tere followers bhi ,bilkul gobar bhara pda hh kya dimag mn",HOF
"The only such drive that took place in India was in 1975, during Emergency, under the guidance of #SanjayGandhi.
The article you link mentions no references. Or authors. Please specify an authentic source.",NONE
Soros papa bund maar lenge tunhari,HOF
Wow is Chaman chutiye Hansraj Meena ko ek injection laga dete,HOF
"Its Hypocrisy vs Democracy !!!
#JagoIndiaJago #JaiJawanJaiKissan 
#AppniAkalLagaoDeshBachao",NONE
2014 india was under cong rule mind it buddy..if you are not eating and your girl friend not talking you will say it is due to modi? URL,NONE
SC ST Act laga do Bill Gates par ????,NONE
"#BreakTheRadio 
????????????????????????

Let the PM listen our #MannKiBaat be he does his Mann ki baat !!! URL",NONE
Please help us ?? we r Refuge of pok 1947 ex bjp minister ch Lal Singh and his brother landmafia group they are try to capture our Refuge land URL,NONE
"To Sahi population should be controlled.

140 crores Ho gaye",NONE
abey jab tribal girls n Dalit girls ke sath zabardasti karte tere Shantipriya wale Tab toh Tu bill mein chhup jata,HOF
SC/ST act to nahi lagwa rahe bill gates pe?,NONE
And guess which party willfound hands in gloves in this????,NONE
"??? ???? ????? ??? ???? ????? ???? ???????
???? ??? ????? ????? ???? ?? ???? ???? ???, ????? ???? ???????
??? ???? ????? ??? ??? ?????? ????? ????? ??? ???? ?????
??? ???? ????? ??? ?? ????? ?? ????? ??? ???????

?? ????? ??? ????  
????

?? URL",NONE
"I have never liked nerdy Bill Gates. He is arrogant, talks bullshit and promotes bullshitness. I am amazed how many people worship him while he is a crook who didn't have guts to come up with his own idea.",HOF
"Chup bsdk,har cheez par gyan dene chu### aa jaate ho",HOF
Highest Brand values in the world from 2010-2020 (Last decade) URL via USER,NONE
"Listen to David Icke and 

The Artificial Intelligence Book By Arthur Shakarian 

Sab Samajh Aa Jayega Yeh ????",NONE
"This is New World Order By Elites Society 
1. Population Control 
2. Mind Control ( Mobile/socialmedia)
3. One Currency 
etc etc 

Hum Log Tweet Mein Reh Jayenge. 

They Preparing This World For the Coming of The Anti Christ ( if you know, But most you Know Not )??",NONE
#ArrestBillGates,HOF
This 45 Seconds video will leave you in a huge shock. A slap on the face of humanity. The Artist deserves an Oscar Award. URL,NONE
"Ex bjp minister and his brother capture refugee land and Kathua revenue department and jk GOVERNMENT doesn't take any action
URL",NONE
Big refugee land scam by ch lal singh ex #BJP  minister and his brother in kathua revenue department is also involved with land grabbers jk goverment does not take any action URL,NONE
