tweet,Content
"Yes, indeed it's an sick mentality that people chooses their wrong heroes. Muslims not able to choose Abdul Kalam as their hero they choose Aurangzeb as their hero. Muslims never chooses Ras khan as their hero. Muslim connect their identity with those people who have invaded",NOT
"Zero fucking contribution.
Thats it!",NOT
"What Akbar and Babar had to do with Islam or Muslims??? Islam was there in India Kong before then , Babar was a Taliban warlord from Central Asia during medieval period why should Indian Muslims should consider him as their hero ???",HOF
"Mughals were illiterate nomads. It's a fact. They destroyed so works of art and vandalised temples, killed and maimed the local populace as they were of a different faith. It's a fact. Why do you find it difficult to accept?",HOF
"so why not demolish the Taj Mahal? after all its a legacy of invaders and looters, but one should ask the tourism dept before the demolition work stars in case they have some issues on this",HOF
Taj Mahal has been made on money paid by 80% Hindus as taxes to build it. Mughal were only contractor they were not owner. Please keep in this your mind.,HOF
Things will change with time. Have you seen any monument of remembrance in middle East before people invaded India. This has been made by Indians whose fingers were cut by Shahjahan.,NOT
Why demolish? When it belongs to us.,NOT
TajMahal ka paisa kya Shahjahan apne ghar se laya tha?,NOT
Definitely I will demolish when ever get chance like 1991 5th december.,NOT
If we will convinced....we will demolish it ...no doubt about it but we believe in peace and humanity...ofcourse we are not Mughals...,HOF
"Go ahead....we don't mind.

We have the real symbol of love ... the road built by Shri Dashrath Manjhi.",HOF
It's a symbol of pride for Indians . It just shows how desperate these mughals were to convert Indians but failed. It also shows how they weren't man enough to build the monument from their own money instead they exploited Indians.  Shameless cowards.,NOT
???? Taj ko bhi  demolish kar dege jab Yogiji PM banege,NOT
Tejo mahalay... Bol. 56 country mein kitne taj mahal hai.,NOT
Work in progress,HOF
"???? ???? ??? ?? ?? ??? ?? ?? ???? ??? ??? ?? ?????? ???? ????? ?? ?? ???? ??? ??? ???? ??? ??? ???????? ?? ????? ?? ??? ?? ????? ??  ????? ?? ???????? ??? , ???? ?? ??? ????,  ?? ??? ??? ?? ??????? ?? ??? ?? ???? ?????? ???? ?? ?? ?? ???????? ???? ???? ?? ?",NOT
His Islamophobia is out in the open: This guy calls himself a writer and look at his knowledge gained from WhatsApp university.,HOF
How is this Islamaphobia? Please enlighten us with your divine knowledge,NOT
Lol ab commie bongs history batayenge.. ghor kaliyug,NOT
"And your hinduphobia is out in the open.

Cannot offer a legitimate counter, so hide behind the islamophobia veil.",NOT
Are didi hr jgh ek hi comment mar rhi ho... Kuch nya likho ??,NOT
Real ID se aao Abdul,NOT
Ek istri ki laaj or raksha krne ke liye kisi ne lanka jlaya or wo ravan bhi brahmn tha ... or nirdosh ki jaan lenewale or balatkariyo ke smarthan me rally nikalne bhi whi h ... URL,HOF
???? ??????? ?? ??? ?? ????? ???? ?? ??? ????? ??...???? ????? ???????? ???? ????? ????...???? ????? ???? ??? ???,NOT
"Why these poets and writers never speak against Britishers who actually looted India and finished it's Rich Cultural heritage ?
???? ??? ????? ?????? ?? ?? ??? ????? ??? ???? ?? ?",NOT
A valid question I have been asking myself...these guys crawl before the British...,NOT
Because no one falsely eulogises the brits as they do the muslim invaders.,NOT
"Because no one says “Thank you Britishers” for looting India. Everyone blames British.
But some people in India love Mughals who also destroyed India",NOT
??????? ??? ?????? ?????? ???? ??? ??? 800 ??? ?? ?????? ????? ???? ?? ?? ???? ???? ????? ?? ????? ??? ?? ???? ?????? ?? ??? ?? ?? ??? ?? ???? ?????? ???!,NOT
"?????? ?? ?? ?? ???? ????? ?? ????? ?? ?? ? ?????????? ?? ???? ???? ?? ????? ?? ??? ,????? ?? ?
?? ?? ?? ?? ?? ????? ???? ?????? ?? ??????? ????????? ?? ?",HOF
??????? ????? ?? ???? ???? ?????? ?????? ???? ???? ?? ?? ???? ????? ?? ???? ???????? ?? ???? ?? ???? ????? ???? ???? ???? ???,NOT
?????? ?? ????? ?? ????? ???? ?? ?? ???? ?? ???? ????? ??? ??? ???? ??????? ??? ??? ?? ???? ???? ??? ?????,NOT
?? ????? ????? ?? ???? ?????? ??? ?? ???????? ?? ????? ????? ?? ?????? ???? ??? ???? ?? ??? ??? ! ?????? ?? ??????? ???? ?? ???? ?????? ????! ???? ?? ?? ??? ?????,HOF
???? ??? ???? ?? ? ???? ??? ?? ??? ????? ??? ?? ? ?? ?? ??? ?? ?? ????? ???? ?? ?,HOF
"???? ??? ???? ?????? ?? ????? ??? ???? ????? ???? ???? ????? ??? ??? ??,?????,???,??? ?? ?????? ?????? ?? ?????????? ???? ????? ??????? ?? ????? ?? ??????? ?? ???? ?? ?? ???? ???? ?? ?? ?? ?? ??? ?????? ?? ???? ?? ?????? ????2 ???? ???? ?? ??????? ????????? ???????? ?? ??? ???? ?",NOT
??? ??? bsdk ??? ?? ??? ?? ??? ??????? ???? ???????? ??$ ??? ??? ?????,NOT
He is telling truth.Unfortunately like your Hindu seculars are enemy of REAL HIÑDU OR MAA BHARI LE PUTRA.SHAME ON YOU.,NOT
Very sad …. Look where we are going ? Venom everywhere,NOT
Secularism ka chasma utar kr Dekho.. venom kon spread krta hai,NOT
Why don’t Muslims critiques Mughals for their crimes??,HOF
Which crimes?,HOF
"Propaganda doesn’t distinguish between mythology and history. Disappointed to see this “poet” peddling such nonsense, though.",HOF
It’s hatred not nonsense.,HOF
It's pandemic now. Either to benefit from it or to save the wrath of the empire,HOF
"Sir, with respect to you, Cannot we have space to respect the opposite views in country?",HOF
Very unfortunate.  Behaviour of this kind used to be fringe but becoming mainstream. It's horrifying.,HOF
The more they go unscathed the bolder they will become. Also giving them a platform to speak and then disseminating their virulent tripe will make more people do it. Angry and helpless two emotions I feel almost everyday seeing these videos,HOF
Learn to live with times. Our ancestors have done so for the last 600 years.,HOF
"????? ?? ??? ????????? ?? ?? ?? ???????? ??? “???? ?????? ??? ??? ?? ??? ???? ?????”.

???? ?? ??? ??? ????? ???? ??. ??? ?? ???? ????? ?? ????? ????? ?? ??? ???????.",HOF
"???, ??????? ?? ?? ??  ????? ?? ???? ??? ?? |",HOF
"You should be sad because that tells me Hindu Renaissance is taking place in real sense.
Jai Shri Ram.",HOF
????,HOF
Mental sickness in all its glory,HOF
"Are you gone mad, that you believe Boko haram and other organisations like that representing Islam ?",HOF
Wars of civilizations has just started symptoms visible clear now,HOF
Try to find a place in Afghanistan soon.,HOF
"He is stating facts aboit history ,its starange that inspite of being historian,you never read mughals own records which gleefully recods the genocide of hindus on the name of alla or you r deliberately whitewashish the mmuslim atrocity history.",NOT
Sorry for Typos??,NOT
It gives cheap and fast publicity!,HOF
"Publicity for 2 mins. 
Never in the history poets sell their iman .In general every poet in self is a baaghi. They never surrender to the power.",NOT
"Sir, What about Rajyasabha Seat? ??",HOF
"Unfortunately,  educated people are calling for it.  
I see my college friends repeating such agenda. It hurts  and makes clear to me India is not on a path of progress.",HOF
see who talks of cheapness??????,HOF
The way you are using it now,HOF
"Miya Habib,gentleman is only telling truth. What makes you so embarrassed?Hold you breath and face the truth.",HOF
"Adding more Miya Habib,your CHACHA NEHRU presented fake stories of history,which is being given true colours nowadays, so that present generation has right to know that for the last 65 yrs false text was presented in Indian history.",HOF
"Mughals did same to India what taliban is right now doing in Afghanistan.
Period.",NOT
They ruled over india but the fact is that Minority remains minority and Majority remains as majority.They ruled but never used so called slogans Dharam khatre me URL present all leaders belongs from majority saying hum khatre me he.,NOT
They slaughtered indiscriminately. Destroyed temples &amp; raised eyesores like Gyanvyapi mosque in their place.,HOF
"Bigotry has nothing to do with education. In fact if you are educated and a bigot, it’s a deadly cocktail.",NOT
"Body language to dekho...??
Proud pheel kar rahe hain janaab zeher ugal kar.",HOF
"?? , ??? ?? ????? ?? ??? ??? ????? , ??? ??????? ???? ?? ? ???? ????? ?? ?? ????? ???? ?????? ??? ????? ?",NOT
The Problem of RW babalog is how to take  revenge on the Mughals when they are all gone ! Target their co-religionists ! It’s easier !,NOT
Whats wrong in what he is saying. Maybe u r not proud of your ancestors and we are.,NOT
What is wrong in it? Telling akbar was not hero? For you it may be hero. How come this makes anyone bigot? Is he spreading hatred?,NOT
"Everyone on this thread who is reasonably outraged, please report it for targetted harassment against a group. I have done my bit. please lead",NOT
And you are prime example of this cocktail,HOF
?????????? ?? ???? ??? ??  ???? ??? ???? ???? ?? ???? ???? ???? ?? ???? ????? ?? ???? ????? ????? ??? ??? ??? ???? ??? ?? ?? ???? ??? ????? ????? ??? ???? ??? ?? ??? ???? ????? ?? ??? ???? ???? ????? ?? ???? ???? ?? ?? ???? ???? ??? ?? ???? ???? ?? ?? ????? ??? ???? ?? ???,NOT
???? ?????? ???? ???? ?? ?? ?? ?? ?? ????? ? ?? ??? ????? ?? ???? ???? ?????? ??? ??? ???? ??? ????? ????? ??????? ???? ?? ?????? ??? ?????? ?? ????? ?? ??? ??|,NOT
"Those who disbelieve in our verses we'll drive them into a fire. 4:56

Polytheists are the worst of creatures. 98:6

Men are in charge of women by right of what I have granted one over the other. 4:34

???? ?? ?????? ????? ??? ??? ???? ???
??? ???? ?? ??, ???? ??? ???? ???

WDTT",NOT
"??? ???? ?? ???? ??? ?????? ?? ?? ?? ???? ???? ?? ..????? ???? ???????? ????? ? ????..???? ???? ???? ????? ?? ??????? ? ????..?? ?? ?? ???????????, ?????? ??? ?? ??? ?? ?? ?  ????.. ???? ????? ?? ?? 72 ????? ?? ??..???? ??????????? ??? ?????? ????? ??? ?? ?? ???? ??? ????.",HOF
"Honestly, he is just commenting on historical characters. These characters did commit attrocities against Hindus. That's the truth. No one says that the present Muslim community is complicit in these crimes. But constantly denying it just creates more divisions.",NOT
"Those who disbelieve in our verses we'll drive them into a fire. 4:56

Polytheists are the worst of creatures. 98:6

Men are in charge of women by right of what I have granted one over the other. 4:34

??? ?? ?????? ????? ??? ??? ???? ???
??? ????? ?? ??, ???? ??? ???? ???

WDTT",HOF
I hope you are talking about kerela Model.,NOT
By the way.. URL,NOT
"When some one show real face of
 mus!ims they will say bigot...",NOT
"So true....One of the below was an Engineer and the other one a Doctor.
Deadly combination of education and bigotry. ?? URL",NOT
"You have a problem with history? Or do you have a problem with just a part of History?
Correct Him with facts (if you have any) Labelling him a bigot just proves your level of education.",HOF
"You are right Osama was an Engineer,  Baghdadi had PhD,  Hafiz Saeed was a professor, Yakub Memon was a CA, etc",HOF
"Fully agree with you ...
You defined your mirror image",NOT
"Propaganda of Leftist
     vs 
Reality URL",NOT
If that whitewashing of history would have made our society more cohesive I will accept that with open hand but that has not happened. For reapproachment there should be rememberance of history so that it can't be repeated.....,NOT
"You are right, I agree with you.

Osama Bin Laden was an Engineer.
Baghdadi had PhD.
Hafiz Saeed was a Professor.
Yakub Memon was a CA.

Some of them are actors, lecturers, doctors and work in media too.

You're welcome!",NOT
"""I'm just loving this discussion"" URL",NOT
Can you please explain exactly which part is wrong?,NOT
Talking about self?,HOF
"Indeed! Radical Islamic Terrorism has also nothing to do with education. Osama, Yakub Menon....",HOF
"?? ???? ??? ???? ??? ?? ???? ?? ??? ??? ?? ???? ???? ??????? ???? ???? ????? ???? ??? ?? ???? ???????? ????, ???? ?? ???? ???? ?????? ?? ???????? ?????? ?????? ?? ?? ???? ??? ?? ???? ???? ???? ??? ???? ????????????  URL",NOT
"You really think you are more learned, well read, more equipped with knowledge about anything than ?",NOT
"????? ???? ?? ??? ??? ??.
????????? ????? ?? ???????? ?? ???????? ????? ???? ????? ???? ?? ????? ???? -???? ?? ????? ?? ?????? ?? ????? ??? ????? ?? ??? ??? .
??????? ?? ?????? ?? ?? ???? ?? ????? ???? ?? ????? ???? ????? ?? ?? ?? .
?????? ???? ?? ?????? ?????? ??? ?? ???? ?",HOF
"???????? ?????, ?????? ?????? ?????? ?? ??

""????? ?? ?? ???? ??""
? ???? ? ????????

?????? ??????
?????? ?????
???? - ?????? ????

USER",NOT
???? ????? ???? ???????? ?? ?? ??????? ??????? ???? ??? URL,HOF
???? ???? ???? ?? ?????? ???? ?? ???? ?? ????? ???? ?? ????? ?? ? wahhhhhh G wahhhhhhh. ???? ?? ???? ?? ?? ?? ???? ?????? ???? ???? ?? ?? ? ?? ???? ???? ???? ? ( ??? ??? ??? ?? ????? ?? ???? ) ?? ?? ??? ????? ?? ? ??? ?? ???? ????? ?,NOT
????? ????? ??? ?? ???????? ???????? ??? ?? ?? ???? ?????? ??? ???,NOT
"????? ??? ????? ???? ?? ???? ??????????, ???????, ????? ????? ?? ????? ??? 
????????? ?? ???????? ?? ???? ????? ????? ?? ???? ???? ???????? ?????",HOF
"?? ?????????? ??? ?? ??????? ???? ?? ??? ?? ????? ???? ?? ????, ?? ??????? ?? ???????? ??? ???? ?? ??? ???? ?????? ??? ???? ??? ??? ???? ????, ???????, ??????? ?? ???? ??? ??????????? ?? ???? ?? ????? ?? ?? ???? ?? ???? ???? ??? ??? ??????? ?? ??????? ?? ?? ??????",HOF
???? ????????? ?? ???? ???? ????????? ???? ????? ?????? ?? ???? ?? ??? ??? ??? ???????? ?? ??? ???? ???? ???? ?? ?? ???? ???? ???? ???,NOT
"The moment someone talks about the atrocities carried out by the Mughals, India’s Left-ecosystem get very worked up. Over the years, these people have made every possible effort to glorify Mughals who beheaded people, r*aped women and destroyed Hindu temples.",NOT
"Indian movie director Kabir Khan says he doesn’t understand why the #Mughals are demonised in India, &amp; calls them the “Original Nation builders”. 

He is so right. Similarly the #Talibans r the “original freedom fighters,peace keepers, humanitarians &amp; defenders of women’s rights”",HOF
"India never existed before the British - Saif Ali Khan

Mughals were the builders of India - Kabir Khan 

Is it education or DNA ???

#JustAsking",HOF
"It's a conspiracy...to ruin our Bharat, our Hinduism, our identity. We won't let them win. ??",NOT
"??????Twitter pe gand phelakar yeh identify gain karenge 
Pehle apne hisse ka 2rs gain karlo bjp it cell se",HOF
